case,cc3,country,year,systemic_crisis,exch_usd,domestic_debt_in_default,sovereign_external_debt_default,gdp_weighted_default,inflation_annual_cpi,independence,currency_crises,inflation_crises,banking_crisis,inflation_capped,exch_usd_capped
1,DZA,Algeria,1998,0,60.3531,0,0,0.0,4.95,1,0,0,0,4.95,60.3531
1,DZA,Algeria,1999,0,69.3143,0,0,0.0,2.6,1,0,0,0,2.6,69.3143
1,DZA,Algeria,2000,0,75.3428,0,0,0.0,0.3,1,0,0,0,0.3,75.3428
1,DZA,Algeria,2001,0,77.8196,0,0,0.0,4.2,1,0,0,0,4.2,77.8196
1,DZA,Algeria,2002,0,79.7234,0,0,0.0,1.43,1,0,0,0,1.43,79.7234
1,DZA,Algeria,2003,0,72.6128,0,0,0.0,4.259,1,0,0,0,4.259,72.6128
1,DZA,Algeria,2004,0,72.6137,0,0,0.0,3.972,1,0,0,0,3.972,72.6137
1,DZA,Algeria,2005,0,73.3799,0,0,0.0,1.382,1,0,0,0,1.382,73.3799
1,DZA,Algeria,2006,0,71.1582,0,0,0.0,2.315,1,0,0,0,2.315,71.1582
1,DZA,Algeria,2007,0,66.8299,0,0,0.0,3.674,1,0,0,0,3.674,66.8299
1,DZA,Algeria,2008,0,71.1826,0,0,0.0,4.855,1,0,0,0,4.855,71.1826
1,DZA,Algeria,2009,0,72.7309,0,0,0.0,5.743,1,0,0,0,5.743,72.7309
1,DZA,Algeria,2010,0,74.9437,0,0,0.0,3.913,1,0,0,0,3.913,74.9437
1,DZA,Algeria,2011,0,76.0563,0,0,0.0,4.522,1,0,0,0,4.522,76.0563
1,DZA,Algeria,2012,0,78.1025,0,0,0.0,8.916,1,0,0,0,8.916,78.1025
1,DZA,Algeria,2013,0,78.1487013,0,0,0.0,3.255,1,0,0,0,3.255,78.1487013
1,DZA,Algeria,2014,0,87.9706983,0,0,0.0,2.917,1,0,0,0,2.917,87.9706983
2,AGO,Angola,1921,0,1.25e-08,0,0,0.0,29.62962963,0,0,1,0,29.62962963,1.25e-08
2,AGO,Angola,1922,0,2.21e-08,0,0,0.0,45.71428571,0,0,1,0,45.71428571,2.21e-08
2,AGO,Angola,1923,0,2.81e-08,0,0,0.0,68.62745098,0,0,1,0,68.62745098,2.81e-08
2,AGO,Angola,1924,0,2.08e-08,0,0,0.0,126.744186,0,0,1,0,126.744186,2.08e-08
2,AGO,Angola,1925,0,1.95e-08,0,0,0.0,-27.17948718,0,0,0,0,-27.17948718,1.95e-08
2,AGO,Angola,1926,0,1.95e-08,0,0,0.0,-7.042253521,0,0,0,0,-7.042253521,1.95e-08
2,AGO,Angola,1927,0,2.02e-08,0,0,0.0,-17.42424242,0,0,0,0,-17.42424242,2.02e-08
2,AGO,Angola,1928,0,2.27e-08,0,0,0.0,-9.174311927,0,0,0,0,-9.174311927,2.27e-08
2,AGO,Angola,1929,0,2.22e-08,0,0,0.0,-5.050505051,0,0,0,0,-5.050505051,2.22e-08
2,AGO,Angola,1930,0,2.23e-08,0,0,0.0,-5.319148936,0,0,0,0,-5.319148936,2.23e-08
2,AGO,Angola,1931,0,3.1e-08,0,0,0.0,0.0,0,0,0,0,0.0,3.1e-08
2,AGO,Angola,1932,0,3.31e-08,0,0,0.0,-2.247191011,0,0,0,0,-2.247191011,3.31e-08
2,AGO,Angola,1933,0,2.13e-08,0,0,0.0,2.298850575,0,0,0,0,2.298850575,2.13e-08
2,AGO,Angola,1934,0,2.22e-08,0,0,0.0,3.370786517,0,0,0,0,3.370786517,2.22e-08
2,AGO,Angola,1935,0,2.23e-08,0,0,0.0,5.434782609,0,0,0,0,5.434782609,2.23e-08
2,AGO,Angola,1936,0,2.25e-08,0,0,0.0,-1.030927835,0,0,0,0,-1.030927835,2.25e-08
2,AGO,Angola,1937,0,2.21e-08,0,0,0.0,2.083333333,0,0,0,0,2.083333333,2.21e-08
2,AGO,Angola,1938,0,2.36e-08,0,0,0.0,2.040816327,0,0,0,0,2.040816327,2.36e-08
2,AGO,Angola,1939,0,2.77e-08,0,0,0.0,1.0,0,0,0,0,1.0,2.77e-08
2,AGO,Angola,1940,0,2.51e-08,0,0,0.0,13.86138614,0,0,0,0,13.86138614,2.51e-08
2,AGO,Angola,1941,0,2.5e-08,0,0,0.0,16.52173913,0,0,0,0,16.52173913,2.5e-08
2,AGO,Angola,1942,0,2.5e-08,0,0,0.0,17.91044776,0,0,0,0,17.91044776,2.5e-08
2,AGO,Angola,1943,0,2.5e-08,0,0,0.0,13.92405063,0,0,0,0,13.92405063,2.5e-08
2,AGO,Angola,1944,0,2.5e-08,0,0,0.0,7.777777778,0,0,0,0,7.777777778,2.5e-08
2,AGO,Angola,1945,0,2.5e-08,0,0,0.0,5.154639175,0,0,0,0,5.154639175,2.5e-08
2,AGO,Angola,1946,0,2.63e-08,0,0,0.0,4.901960784,0,0,0,0,4.901960784,2.63e-08
2,AGO,Angola,1947,0,2.5e-08,0,0,0.0,13.55140187,0,0,0,0,13.55140187,2.5e-08
2,AGO,Angola,1948,0,2.58e-08,0,0,0.0,-16.87242798,0,0,0,0,-16.87242798,2.58e-08
2,AGO,Angola,1949,0,2.86e-08,0,0,0.0,-0.99009901,0,0,0,0,-0.99009901,2.86e-08
2,AGO,Angola,1950,0,2.91e-08,0,0,0.0,4.0,0,0,0,0,4.0,2.91e-08
2,AGO,Angola,1951,0,2.91e-08,0,0,0.0,-7.692307692,0,0,0,0,-7.692307692,2.91e-08
2,AGO,Angola,1952,0,2.9e-08,0,0,0.0,3.125,0,0,0,0,3.125,2.9e-08
2,AGO,Angola,1953,0,2.9e-08,0,0,0.0,0.0,0,0,0,0,0.0,2.9e-08
2,AGO,Angola,1954,0,2.88e-08,0,0,0.0,-4.04040404,0,0,0,0,-4.04040404,2.88e-08
2,AGO,Angola,1955,0,2.88e-08,0,0,0.0,0.0,0,0,0,0,0.0,2.88e-08
2,AGO,Angola,1956,0,2.88e-08,0,0,0.0,3.157894737,0,0,0,0,3.157894737,2.88e-08
2,AGO,Angola,1957,0,2.88e-08,0,0,0.0,1.020408163,0,0,0,0,1.020408163,2.88e-08
2,AGO,Angola,1958,0,2.88e-08,0,0,0.0,2.02020202,0,0,0,0,2.02020202,2.88e-08
2,AGO,Angola,1959,0,2.89e-08,0,0,0.0,0.0,0,1,0,0,0.0,2.89e-08
2,AGO,Angola,1960,0,2.88e-08,0,0,0.0,-0.99009901,0,0,0,0,-0.99009901,2.88e-08
2,AGO,Angola,1961,0,2.88e-08,0,0,0.0,2.0,0,0,0,0,2.0,2.88e-08
2,AGO,Angola,1962,0,2.89e-08,0,0,0.0,5.882352941,0,0,0,0,5.882352941,2.89e-08
2,AGO,Angola,1970,0,2.88e-08,0,0,0.0,7.965434021,0,1,0,0,7.965434021,2.88e-08
2,AGO,Angola,1971,0,2.76e-08,0,0,0.0,5.777758599,0,0,0,0,5.777758599,2.76e-08
2,AGO,Angola,1972,0,2.7e-08,0,0,0.0,15.79827455,0,1,0,0,15.79827455,2.7e-08
2,AGO,Angola,1973,0,2.58e-08,0,0,0.0,15.67485015,0,1,0,0,15.67485015,2.58e-08
2,AGO,Angola,1974,0,2.46e-08,0,0,0.0,27.41525989,0,0,1,0,27.41525989,2.46e-08
2,AGO,Angola,1975,0,2.75e-08,0,0,0.0,29.00043489,1,0,1,0,29.00043489,2.75e-08
2,AGO,Angola,1976,0,2.99e-08,1,0,0.0,80.69990445,1,0,1,0,80.69990445,2.99e-08
2,AGO,Angola,1977,0,2.99e-08,0,0,0.0,69.00935079,1,0,1,0,69.00935079,2.99e-08
2,AGO,Angola,1978,0,2.99e-08,0,0,0.0,48.46106867,1,0,1,0,48.46106867,2.99e-08
2,AGO,Angola,1979,0,2.99e-08,0,0,0.0,101.3013176,1,0,1,0,101.3013176,2.99e-08
2,AGO,Angola,1980,0,2.99e-08,0,0,0.0,46.70755462,1,0,1,0,46.70755462,2.99e-08
2,AGO,Angola,1991,0,1.8e-07,0,1,0.0,85.265,1,1,1,0,85.265,1.8e-07
2,AGO,Angola,1992,0,5.5e-07,1,1,0.0,299.097,1,1,1,1,269.6045800000037,5.5e-07
2,AGO,Angola,1993,0,6.5e-06,1,1,0.0,1379.476,1,1,1,1,269.6045800000037,6.5e-06
2,AGO,Angola,1994,0,0.000509262,1,1,0.0,949.771,1,1,1,1,269.6045800000037,0.000509262
2,AGO,Angola,1995,0,0.005692,1,1,0.0,2672.23,1,2,1,1,269.6045800000037,0.005692
2,AGO,Angola,1996,0,0.201994,1,1,0.0,4146.01,1,1,1,1,269.6045800000037,0.201994
2,AGO,Angola,1997,0,0.262376,1,1,0.0,221.492,1,1,1,1,221.492,0.262376
2,AGO,Angola,1998,0,0.6965,1,1,0.0,107.429,1,1,1,1,107.429,0.6965
2,AGO,Angola,1999,0,5.57992,1,1,0.0,248.248,1,2,1,0,248.248,5.57992
2,AGO,Angola,2000,0,16.81784,1,1,0.0,325.029,1,1,1,0,269.6045800000037,16.81784
2,AGO,Angola,2001,0,31.94936,1,1,0.0,152.586,1,1,1,0,152.586,31.94936
2,AGO,Angola,2002,0,58.66637,1,1,0.0,108.893,1,1,1,0,108.893,58.66637
2,AGO,Angola,2003,0,79.08149,0,1,0.0,98.342,1,1,1,0,98.342,79.08149
2,AGO,Angola,2004,0,85.98779,0,0,0.0,43.559,1,1,1,0,43.559,85.98779
2,AGO,Angola,2005,0,80.77951,0,0,0.0,22.961,1,1,1,0,22.961,80.77951
2,AGO,Angola,2006,0,80.26442,0,0,0.0,13.305,1,0,0,0,13.305,80.26442
2,AGO,Angola,2007,0,75.023,0,0,0.0,12.249,1,0,0,0,12.249,75.023
2,AGO,Angola,2008,0,75.169,0,0,0.0,12.465,1,0,0,0,12.465,75.169
2,AGO,Angola,2009,0,89.398,0,0,0.0,13.721,1,1,0,0,13.721,89.398
2,AGO,Angola,2010,0,92.643,0,0,0.0,14.48,1,0,0,0,14.48,92.643
2,AGO,Angola,2011,0,95.272,0,0,0.0,13.484,1,0,0,0,13.484,95.272
2,AGO,Angola,2012,0,95.82588521,0,0,0.0,10.285,1,0,0,0,10.285,95.82588521
2,AGO,Angola,2013,0,97.56,0,0,0.0,8.782,1,0,0,0,8.782,97.56
2,AGO,Angola,2014,0,101.49,0,0,0.0,7.296,1,0,0,0,7.296,101.49
10,CAF,Central African Republic,1957,0,209.9498515,0,0,0.0,6.818181818,0,0,0,0,6.818181818,209.9498515
10,CAF,Central African Republic,1958,0,245.2998265,0,0,0.0,12.76595745,0,0,0,0,12.76595745,245.2998265
10,CAF,Central African Republic,1959,0,245.4498264,0,0,0.0,3.773584906,0,1,0,0,3.773584906,245.4498264
10,CAF,Central African Republic,1960,0,245.1298266,0,0,0.0,10.90909091,1,0,0,0,10.90909091,245.1298266
10,CAF,Central African Republic,1961,0,245.0648267,0,0,0.0,6.557377049,1,0,0,0,6.557377049,245.0648267
10,CAF,Central African Republic,1962,0,245.0048267,0,0,0.0,7.692307692,1,0,0,0,7.692307692,245.0048267
10,CAF,Central African Republic,1963,0,245.0998266,0,0,0.0,3.714285714,1,0,0,0,3.714285714,245.0998266
10,CAF,Central African Republic,1964,0,245.0048267,0,0,0.0,10.05509642,1,0,0,0,10.05509642,245.0048267
10,CAF,Central African Republic,1965,0,245.0748266,0,0,0.0,9.386733417,1,0,0,0,9.386733417,245.0748266
10,CAF,Central African Republic,1966,0,247.5898249,0,0,0.0,2.745995423,1,0,0,0,2.745995423,247.5898249
10,CAF,Central African Republic,1967,0,245.4248264,0,0,0.0,1.893095768,1,0,0,0,1.893095768,245.4248264
10,CAF,Central African Republic,1968,0,247.404825,0,0,0.0,4.808743169,1,0,0,0,4.808743169,247.404825
10,CAF,Central African Republic,1969,0,277.9148034,0,0,0.0,0.521376434,1,0,0,0,0.521376434,277.9148034
10,CAF,Central African Republic,1970,0,276.0248048,0,0,0.0,3.734439834,1,0,0,0,3.734439834,276.0248048
10,CAF,Central African Republic,1971,0,261.2248152,0,0,0.0,27.69953052,1,0,1,0,27.69953052,261.2248152
10,CAF,Central African Republic,1972,0,256.0498189,0,0,0.0,-8.823529412,1,0,0,0,-8.823529412,256.0498189
10,CAF,Central African Republic,1973,0,235.4248335,0,0,0.0,5.64516129,1,0,0,0,5.64516129,235.4248335
10,CAF,Central African Republic,1974,0,222.2248428,0,0,0.0,9.541984733,1,0,0,0,9.541984733,222.2248428
10,CAF,Central African Republic,1975,0,224.2748413,0,0,0.0,16.02787456,1,0,0,0,16.02787456,224.2748413
10,CAF,Central African Republic,1976,1,248.4873242,0,0,0.0,10.51051051,1,0,0,1,10.51051051,248.4873242
10,CAF,Central African Republic,1977,1,235.2498335,0,0,0.0,11.14130435,1,0,0,1,11.14130435,235.2498335
10,CAF,Central African Republic,1978,1,208.9998521,0,0,0.0,11.49144254,1,0,0,1,11.49144254,208.9998521
10,CAF,Central African Republic,1979,1,200.9998578,0,0,0.0,9.210526316,1,0,0,1,9.210526316,200.9998578
10,CAF,Central African Republic,1980,1,225.7998402,0,0,0.0,13.3,1,0,0,1,13.3,225.7998402
10,CAF,Central African Republic,1981,1,287.3997967,0,1,0.0,14.66,1,0,0,1,14.66,287.3997967
10,CAF,Central African Republic,1982,1,336.2497621,0,0,0.0,13.243,1,0,0,1,13.243,336.2497621
10,CAF,Central African Republic,1983,0,417.3747047,0,1,0.0,14.558,1,0,0,0,14.558,417.3747047
10,CAF,Central African Republic,1984,0,479.5996607,0,1,0.0,2.604,1,0,0,0,2.604,479.5996607
10,CAF,Central African Republic,1985,0,378.0497326,0,1,0.0,10.457,1,0,0,0,10.457,378.0497326
10,CAF,Central African Republic,1986,0,322.7497717,0,1,0.0,2.411,1,0,0,0,2.411,322.7497717
10,CAF,Central African Republic,1987,0,266.9998111,0,1,0.0,-6.986,1,0,0,0,-6.986,266.9998111
10,CAF,Central African Republic,1988,1,302.9497857,0,1,0.0,-3.934,1,0,0,1,-3.934,302.9497857
10,CAF,Central African Republic,1989,1,289.3997953,0,1,0.0,0.645,1,0,0,1,0.645,289.3997953
10,CAF,Central African Republic,1990,1,256.4498186,0,1,0.0,-0.203,1,0,0,1,-0.203,256.4498186
10,CAF,Central African Republic,1991,1,258.9998168,0,1,0.0,-2.848,1,0,0,1,-2.848,258.9998168
10,CAF,Central African Republic,1992,1,275.3248052,0,1,0.0,-0.757,1,0,0,1,-0.757,275.3248052
10,CAF,Central African Republic,1993,1,294.7747915,0,1,0.0,-2.909,1,0,0,1,-2.909,294.7747915
10,CAF,Central African Republic,1994,1,534.5996218,0,1,0.0,24.55,1,1,1,1,24.55,534.5996218
10,CAF,Central African Republic,1995,1,489.9996534,0,1,0.0,19.2,1,0,0,1,19.2,489.9996534
10,CAF,Central African Republic,1996,1,523.6996296,0,1,0.0,3.723,1,0,0,1,3.723,523.6996296
10,CAF,Central African Republic,1997,1,598.8095764,0,1,0.0,1.597,1,0,0,1,1.597,536.8677806440004
10,CAF,Central African Republic,1998,1,562.2096023,0,1,0.0,-1.871,1,0,0,1,-1.871,536.8677806440004
10,CAF,Central African Republic,1999,1,652.9534143,0,1,0.0,-1.415,1,0,0,1,-1.415,536.8677806440004
10,CAF,Central African Republic,2000,0,704.9511016,0,1,0.0,3.202,1,0,0,0,3.202,536.8677806440004
10,CAF,Central African Republic,2001,0,744.3061387,0,1,0.0,3.843,1,0,0,0,3.843,536.8677806440004
10,CAF,Central African Republic,2002,0,625.4953752,0,1,0.0,2.298,1,0,0,0,2.298,536.8677806440004
10,CAF,Central African Republic,2003,0,519.3642122,0,1,0.0,4.353,1,0,0,0,4.353,519.3642122
10,CAF,Central African Republic,2004,0,481.5777109,0,1,0.0,-2.244,1,0,0,0,-2.244,481.5777109
10,CAF,Central African Republic,2005,0,556.0371281,0,1,0.0,2.885,1,0,0,0,2.885,536.8677806440004
10,CAF,Central African Republic,2006,0,498.0690964,0,1,0.0,6.694,1,0,0,0,6.694,498.0690964
10,CAF,Central African Republic,2007,0,445.5926907,0,1,0.0,0.935,1,0,0,0,0.935,445.5926907
10,CAF,Central African Republic,2008,0,471.3350578,0,1,0.0,9.262,1,0,0,0,9.262,471.3350578
10,CAF,Central African Republic,2009,0,455.3359711,0,1,0.0,3.522,1,0,0,0,3.522,455.3359711
10,CAF,Central African Republic,2010,0,490.9122886,0,1,0.0,1.491,1,0,0,0,1.491,490.9122886
10,CAF,Central African Republic,2011,0,506.9611253,0,1,0.0,1.195,1,0,0,0,1.195,506.9611253
10,CAF,Central African Republic,2012,0,497.1631044,0,1,0.0,5.874,1,0,0,0,5.874,497.1631044
10,CAF,Central African Republic,2013,0,475.6413603,0,1,0.0,6.552,1,0,0,0,6.552,475.6413603
10,CAF,Central African Republic,2014,0,540.2825138,0,1,0.0,11.584,1,0,0,0,11.584,536.8677806440004
15,CIV,Ivory Coast,1952,0,0.0,0,0,0.0,16.21609969,0,0,0,0,16.21609969,278.0
15,CIV,Ivory Coast,1953,0,0.0,0,0,0.0,2.326185353,0,0,0,0,2.326185353,278.0
15,CIV,Ivory Coast,1954,0,0.0,0,0,0.0,-2.273304086,0,0,0,0,-2.273304086,278.0
15,CIV,Ivory Coast,1955,0,0.0,0,0,0.0,2.326185353,0,0,0,0,2.326185353,278.0
15,CIV,Ivory Coast,1956,0,0.0,0,0,0.0,4.54479533,0,0,0,0,4.54479533,278.0
15,CIV,Ivory Coast,1957,0,0.0,0,0,0.0,13.04340287,0,0,0,0,13.04340287,278.0
15,CIV,Ivory Coast,1958,0,0.0,0,0,0.0,21.15476063,0,0,1,0,21.15476063,278.0
15,CIV,Ivory Coast,1959,0,0.0,0,0,0.0,6.348281887,0,0,0,0,6.348281887,278.0
15,CIV,Ivory Coast,1960,0,0.0,0,0,0.0,-2.152483452,1,0,0,0,-2.152483452,278.0
15,CIV,Ivory Coast,1961,0,0.0,0,0,0.0,14.43033046,1,0,0,0,14.43033046,278.0
15,CIV,Ivory Coast,1962,0,0.0,0,0,0.0,-0.177568901,1,0,0,0,-0.177568901,278.0
15,CIV,Ivory Coast,1963,0,0.0,0,0,0.0,8.719549217,1,0,0,0,8.719549217,278.0
15,CIV,Ivory Coast,1964,0,0.0,0,0,0.0,-3.169044947,1,0,0,0,-3.169044947,278.0
15,CIV,Ivory Coast,1965,0,0.0,0,0,0.0,1.757528693,1,0,0,0,1.757528693,278.0
15,CIV,Ivory Coast,1966,0,0.0,0,0,0.0,4.665098294,1,0,0,0,4.665098294,278.0
15,CIV,Ivory Coast,1967,0,0.0,0,0,0.0,2.766186537,1,0,0,0,2.766186537,278.0
15,CIV,Ivory Coast,1968,0,0.0,0,0,0.0,7.747595621,1,0,0,0,7.747595621,278.0
15,CIV,Ivory Coast,1969,0,0.0,0,0,0.0,2.502927383,1,0,0,0,2.502927383,278.0
15,CIV,Ivory Coast,1970,0,278.0,0,0,0.0,8.075116891,1,0,0,0,8.075116891,278.0
15,CIV,Ivory Coast,1971,0,264.0,0,0,0.0,-1.07225635,1,0,0,0,-1.07225635,264.0
15,CIV,Ivory Coast,1972,0,255.5,0,0,0.0,1.194615424,1,0,0,0,1.194615424,255.5
15,CIV,Ivory Coast,1973,0,238.0,0,0,0.0,12.9325741,1,0,0,0,12.9325741,238.0
15,CIV,Ivory Coast,1974,0,222.0,0,0,0.0,18.22418299,1,0,0,0,18.22418299,222.0
15,CIV,Ivory Coast,1975,0,220.0,0,0,0.0,10.61769304,1,0,0,0,10.61769304,220.0
15,CIV,Ivory Coast,1976,0,247.0,0,0,0.0,12.90885269,1,0,0,0,12.90885269,247.0
15,CIV,Ivory Coast,1977,0,236.0,0,0,0.0,24.48243736,1,0,1,0,24.48243736,236.0
15,CIV,Ivory Coast,1978,0,243.5,0,0,0.0,16.03173523,1,0,0,0,16.03173523,243.5
15,CIV,Ivory Coast,1979,0,205.0,0,0,0.0,21.75954473,1,0,1,0,21.75954473,205.0
15,CIV,Ivory Coast,1980,0,221.0,0,0,0.0,8.81,1,0,0,0,8.81,221.0
15,CIV,Ivory Coast,1981,0,290.0,0,0,0.0,8.682,1,0,0,0,8.682,290.0
15,CIV,Ivory Coast,1982,0,352.0,0,0,0.0,7.389,1,0,0,0,7.389,352.0
15,CIV,Ivory Coast,1983,0,450.0,0,1,0.0,5.879,1,0,0,0,5.879,450.0
15,CIV,Ivory Coast,1984,0,486.5,0,1,0.0,4.281,1,0,0,0,4.281,486.5
15,CIV,Ivory Coast,1985,0,380.0,0,1,0.0,1.753,1,0,0,0,1.753,380.0
15,CIV,Ivory Coast,1986,0,319.0,0,1,0.0,6.837,1,0,0,0,6.837,319.0
